Position,Artist Name,Song Name,Days,Peak Position,Total Streams
8315,Daddy Yankee ,Vuelve,2,178,381865
8316,Audien ,Something Better,4,119,381703
8317,Third Eye Blind ,SemiCharmed Life,4,137,381609
8318,Lana Del Rey ,Art Deco,4,137,381274
8319,Maliibu N Helene ,Figure 8,5,141,380301
8320,Meghan Trainor ,Holidays,1,172,380259
8321,Future ,I Thank U,2,174,379295
8322,DJ Khaled ,THANKFUL,1,57,379095
8323,$uicideboy$ ,All Dogs Go To Heaven,1,114,379068
8324,The Weeknd ,Final Lullaby  Bonus Track,1,60,378973
8325,Kendrick Lamar ,A.D.H.D,2,175,378763
8326,Zach Bryan ,Mine Again,1,96,378567
8327,The Black Keys ,Lo/Hi,1,109,378316
8328,Lana Del Rey ,Heroin,2,188,376697
8329,Young Stoner Life ,Warrior,1,62,376685
8330,Ugly God ,Welcome to the Booty Tape,2,131,376664
8331,Baby Keem ,naked freestyle,1,88,376586
8332,Jon Bellion ,Guillotine,3,146,376415
8333,Solange ,Way to the Show,1,105,376270
8334,Big Sean ,Everything That's Missing,1,82,376258
8335,Baby Keem ,highway 95,1,89,376033
8336,Taylor Swift ,I Knew You Were Trouble.,3,104,375785
8337,Mac Miller ,Brand Name,4,162,374819
8338,Nicki Minaj ,Trini Dem Girls,5,126,374670
8339,Earl Sweatshirt ,Red Water,1,134,374535
8340,PARTYNEXTDOOR ,SPLIT DECISION,1,77,374404
8341,Baby Keem ,killstreaks,1,94,373804
8342,2 Chainz ,Poor Fool,2,173,373756
8343,Don Toliver ,Heaven Or Hell,1,103,373373
8344,Charlie Puth ,Patient,1,95,372918
8345,A Boogie Wit da Hoodie ,I Did It,1,119,372734
8346,Lana Del Rey ,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais)  Cedric Gervais Remix / Radio Edit,3,152,372384
8347,PARTYNEXTDOOR ,THE NEWS,1,79,372166
8348,YG ,Konclusions,1,117,371532
8349,Mac Miller ,Stay,2,178,371290
8350,Lana Del Rey ,Season Of The Witch,1,93,370902
8351,Kodak Black ,Coolin and Booted,2,159,369579
8352,Grimes ,Flesh Without Blood,4,150,369478
8353,Sam Smith ,Kids Again,1,82,369432
8354,Van Halen ,Ain't Talkin' 'Bout Love  2015 Remaster,1,58,369142
8355,Imagine Dragons ,Yesterday,2,161,368991
8356,Pop Smoke ,Spoiled,1,92,368917
8357,Jonas Brothers ,S.O.S.,1,110,368895
8358,Halsey ,Heaven In Hiding,2,172,368245
8359,2 Chainz ,Threat 2 Society,1,111,368137
8360,Demi Lovato ,Stone Cold,4,152,367950
8361,Jack Harlow ,Rendezvous,1,115,367931
8362,Rick Ross ,Idols Become Rivals,2,151,367621
8363,Young Stoner Life ,Came Out,1,66,367210
8364,Summer Walker ,Let It Go,1,90,367030
8365,Kelly Clarkson ,Run Run Run,4,109,367027
8366,Eslabon Armado ,Tal Vez,1,84,366092
8367,Halsey ,100 Letters,2,169,365866
8368,XXXTENTACION ,UGLY,1,112,365717
8369,D'Angelo ,Really Love,4,80,365616
8370,Omarion ,I'm Sayin',4,179,365580
8371,JIMIN ,Puss (Prod. by Rhymer),4,140,365454
8372,Action Bronson ,Standing in the Rain,3,176,365296
8373,Kid Cudi ,Rose Golden,2,162,364047
8374,Ryan Adams ,Shake It Off,3,90,363837
8375,Future ,New Illuminati,2,179,363758
8376,Mac Miller ,Dunno  Recorded at Spotify Studios NYC,1,140,363697
8377,Lil Pump ,Drop Out,1,116,363298
8378,Nicki Minaj ,I Get Crazy,1,77,363197
8379,A Boogie Wit da Hoodie ,Turn Off The Radio,1,165,363194
8380,Jack Harlow ,21C/Delta,1,119,363120
8381,Solange ,Dreams,1,116,362923
8382,Dantès ,So below,1,93,362762
8383,XXXTENTACION ,Triumph,1,115,362632
8384,Britney Spears ,Private Show,2,84,362553
8385,XXXTENTACION ,King,1,97,362549
8386,The Kid LAROI ,BAD NEWS,1,75,362511
8387,Dan + Shay ,Nothin' Like You,4,161,362444
8388,ROZES ,Christmas (Baby Please Come Home),1,181,362348
8389,Shawn Mendes ,Intro,1,93,362253
8390,Imagine Dragons ,Mouth Of The River,2,172,361921
8391,Ryan Adams ,Style,3,93,361705
8392,Future ,Extra,1,99,361487
8393,NAV ,Spend It,1,83,361201
8394,XXXTENTACION ,What in XXXTarnation,1,98,361020
8395,Jonas Brothers ,Lovebug,1,117,360566
8396,Mac Miller ,Rush Hour,4,175,360406
8397,Young Dolph ,On the River,1,73,360323
8398,Lil Baby ,Dreams 2 Reality,1,143,360276
8399,The 1975 ,Frail State Of Mind,1,90,360239
8400,Gryffin ,Need Your Love,1,92,360001
8401,RM ,All Day,1,152,359947
8402,Earl Sweatshirt ,Cold Summers,1,144,358861
8403,Chance the Rapper ,The Highs & The Lows,1,93,358570
8404,Gryffin ,You Were Loved,1,60,358210
8405,Burl Ives ,Rudolph The RedNosed Reindeer  Finale,1,180,357914
8406,YoungBoy Never Broke Again ,Bout My Business,1,64,357909
8407,The Beatles ,Something  Remastered 2009,3,129,357718
8408,Lil Baby ,Gang Signs,1,101,357490
8409,Van Halen ,Hot for Teacher  2015 Remaster,1,63,357481
8410,Van Halen ,Eruption  2015 Remaster,1,64,357414
8411,Don Toliver ,Wasted,1,111,357297
8412,3 Doors Down ,Kryptonite,3,148,356925
8413,Herve Pagez ,Spicy  with Diplo & Charli XCX,1,96,356877
8414,XXXTENTACION ,I Changed Her Life,1,121,356757
8415,Backstreet Boys ,I Want It That Way,2,136,356743
8416,Lauv ,Sims,1,93,356643
8417,Ellie Goulding ,Worry About Me,1,112,356246
8418,BROCKHAMPTON ,WEIGHT,1,91,356180
8419,Gnarls Barkley ,Crazy,3,151,355961
8420,Gunna ,DON'T PLAY AROUND,1,89,355640
8421,The Kid LAROI ,DON'T LEAVE ME,1,78,355555
8422,James Brown ,Say It Loud  I'm Black And I'm Proud,1,65,355437
8423,J. Cole ,Miss America,2,139,355200
8424,Lil Tecca ,All Star,1,113,354781
8425,Nipsey Hussle ,Fuck Donald Trump,3,182,354552
8426,French Montana ,Twisted,1,86,354453
8427,Skylar Grey ,Wreak Havoc,3,186,354376
8428,Paramore ,The News,1,173,354032
8429,Jeezy ,American Dream,1,86,353941
8430,Pentatonix ,White Christmas,2,178,353920
8431,Trippie Redd ,The Nether,1,86,353765
8432,Ski Mask The Slump God ,Intro,1,102,353747
8433,WATTS ,Feels,1,67,353591
8434,A$AP Ferg ,Nasty (Who Dat),2,172,353540
8435,Jennifer Ormond ,Without You,1,75,353450
8436,Bryson Tiller ,Blame,1,99,353350
8437,Eslabon Armado ,LUCES ROJAS,1,104,353213
8438,YoungBoy Never Broke Again ,Diamonds,1,67,352968
8439,Mac Miller ,Break The Law,4,166,352784
8440,Justin Timberlake ,SoulMate,1,90,352593
8441,TOOL ,Legion Inoculant,1,112,352331
8442,NAV ,Ralo,1,101,352117
8443,BTS ,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],1,79,351996
8444,Gene Autry ,Frosty the Snowman  78rpm Version,1,186,351838
8445,Lorde ,Tennis Court,7,184,351803
8446,Wiz Khalifa ,Call Waiting,3,139,351563
8447,DJ Khaled ,Holy Mountain,1,97,351548
8448,Big Sean ,Story By Dave Chappelle,1,99,351397
8449,The 1975 ,Medicine,6,148,351175
8450,Red Hot Chili Peppers ,Dani California,3,161,351102
8451,Rod Wave ,I Know It,1,72,350988
8452,The Lumineers ,Salt And The Sea,1,94,350988
8453,Trippie Redd ,Can You Rap Like Me  Pt. 2,1,100,350928
8454,Rod Wave ,All I Got,1,87,350153
8455,Trippie Redd ,RMP,1,101,349936
8456,David Guetta ,Let's Love,1,77,349697
8457,Aminé ,Shimmy,1,106,348997
8458,Zach Bryan ,Happy Instead,1,112,348950
8459,Vince Guaraldi ,Skating,1,187,348903
8460,Trippie Redd ,Personal Favorite,1,89,348581
8461,Imagine Dragons ,Monday,1,100,348527
8462,DJ Khaled ,WE GOING CRAZY,1,72,348517
8463,Halsey ,Dominic’s Interlude,1,137,348511
8464,The 1975 ,Be My Mistake,1,150,347832
8465,KYLE ,Babies,1,93,347828
8466,blink,182  Home Is Such A Lonely Place,2,106,347595
8467,ILLENIUM ,First Time,1,73,347441
8468,Ski Mask The Slump God ,U and I,1,151,347420
8469,Halsey ,Sorry,2,173,347337
8470,Keyliu ,A Little House on the River,1,111,347179
8471,Shawn Mendes ,Always Been You,1,100,347076
8472,Playboi Carti ,Mileage,1,115,346943
8473,Halsey ,Young God,4,160,346781
8474,The 1975 ,I'm In Love With You,1,81,346722
8475,DJ Khaled ,BIG PAPER,1,74,346666
8476,Keyliu ,Life Is a Puzzle Solve It,1,112,346660
8477,Lil Tjay ,Born 2 Be Great,1,73,346642
8478,Keyliu ,Mars and Venus (Spanish Version),1,113,346337
8479,Gucci Mane ,Out Do Ya,2,111,346093
8480,Trippie Redd ,Chosen,1,104,345657
8481,Young Thug ,Gain Clout,1,95,345472
8482,XXXTENTACION ,Ecstasy,1,130,345167
8483,Martin Garrix ,Used To Love,1,93,344763
8484,Wiz Khalifa ,Holyfield,1,103,344563
8485,Shawn Mendes ,305,1,104,344376
8486,Ariana Grande ,someone like u  interlude,1,67,344356
8487,John Prine ,Angel from Montgomery,1,64,344350
8488,The Weeknd ,Nothing Is Lost (You Give Me Strength),1,182,344188
8489,Pentatonix ,Up On The Housetop,2,182,344143
8490,Harry Belafonte ,Banana Boat Song,1,62,343838
8491,Dreamville ,Lifestyle,1,68,343573
8492,Jhené Aiko ,Define Me  interlude,1,140,343267
8493,Don Toliver ,Can't Feel My Legs,1,119,343139
8494,Steve Lacy ,Cody Freestyle,1,73,343060
8495,Wiz Khalifa ,Very Special,1,104,342831
8496,Roddy Ricch ,llf,1,120,342700
8497,MF DOOM ,Doomsday,1,62,342640
8498,A$AP Ferg ,World Is Mine,3,194,342557
8499,Katy Perry ,Electric,1,88,342279
8500,Trippie Redd ,Bust Down Deux,1,107,342132
8501,Gunna ,Idk Why,1,130,341834
8502,Avicii ,You Make Me,1,100,341796
8503,RM ,Closer,1,167,341375
8504,Young Stoner Life ,WokStar,1,84,341264
8505,Kygo ,Hot Stuff,1,85,341248
8506,Brent Faiyaz ,SKIT: WAKE UP CALL,1,86,341123
8507,John Prine ,In Spite of Ourselves,1,67,340873
8508,David Bowie ,Moonage Daydream  2012 Remastered Version,2,65,340785
8509,MØ ,Drum,2,97,340752
8510,Ugly God ,Fuck Ugly God,2,166,340719
8511,Playboi Carti ,Pull Up,1,119,340714
8512,Kings of Leon ,WALLS,2,108,340521
8513,BROCKHAMPTON ,HEAVEN BELONGS TO YOU,1,100,340314
8514,Gorillaz ,Submission,2,173,340240
8515,Eslabon Armado ,Ganas Que Te Tengo,1,93,340228
8516,Trippie Redd ,Underwater FlyZone,1,103,340110
8517,Tiësto ,Hot In It,1,74,340041
8518,Kodak Black ,This Forever,1,131,339840
8519,Jhené Aiko ,Surrender,1,142,339629
8520,M.O ,Who Do You Think Of?,2,104,339596
8521,Tom Petty and the Heartbreakers ,Listen To Her Heart,1,85,339523
8522,HAIM ,Gasoline,1,68,339337
8523,Dreamville ,Freedom of Speech,1,71,339278
8524,DNCE ,Body Moves,2,104,339226
8525,YoungBoy Never Broke Again ,50 Shots,1,82,339129
8526,Jonas Brothers ,Who's In Your Head,1,88,338908
8527,Bryson Tiller ,Rambo (Last Blood),1,102,338606
8528,Trippie Redd ,Dreamer,1,76,338563
8529,The Chainsmokers ,I Love U,1,116,338563
8530,Thomas Rhett ,Where We Started,1,73,338528
8531,Yeat ,Up off X,1,88,338415
8532,Chad Focus ,Get to the Money,2,177,338374
8533,AJR ,I'm Ready,3,37,338363
8534,Tom Petty ,Time To Move On,1,86,338190
8535,E.T. ,We Turn Up,1,107,338155
8536,Lana Del Rey ,Summertime Sadness [Lana Del Rey vs. Cedric Gervais]  Cedric Gervais Remix,2,118,338129
8537,Gorillaz ,Momentz,2,178,337728
8538,ZHU ,Automatic,3,103,337691
8539,The 1975 ,Part Of The Band,1,89,337624
8540,Troye Sivan ,The Good Side,1,80,337522
8541,RL Grime ,Light Me Up,1,83,337457
8542,Dreamville ,Ghetto Gods Freestyle,1,75,337367
8543,Halsey ,Coming Down,4,167,337167
8544,Earl Sweatshirt ,Ontheway!,1,157,337143
8545,Luke Combs ,Call Me,1,95,337037
8546,French Montana ,Out Of Your Mind,1,122,337027
8547,The Lumineers ,BIRTHDAY,1,82,336985
8548,Kacey Musgraves ,hookup scene,1,110,336905
8549,Bazzi ,I Like That,1,85,336826
8550,A Boogie Wit da Hoodie ,Good Girls Gone Bad,1,140,336823
8551,Weezer ,Africa,1,87,336768
8552,A Boogie Wit da Hoodie ,Glasses,1,119,336563
8553,Panic! At The Disco ,Viva Las Vengeance,1,110,336541
8554,Trippie Redd ,Camp Fire Tale,1,124,336495
8555,The Weeknd ,Best Friends  Remix,1,84,336482
8556,Jhené Aiko ,Born Tired,1,143,336402
8557,Hayden James ,Something About You,4,121,336200
8558,Gucci Mane ,Just Like It,1,131,336150
8559,Eslabon Armado ,HASTA LA MUERTE,1,119,336031
8560,Ivan Cornejo ,Está Dañado,1,178,336020
8561,Luke Combs ,Middle of Somewhere,1,96,335443
8562,Lil Baby ,Hurtin,1,114,335065
8563,Maren Morris ,A Song for Everything,1,119,334528
8564,AJR ,The DJ Is Crying For Help,1,119,334381
8565,Logic ,OCD (ft. Dwn2earth),1,107,334129
8566,Dierks Bentley ,Black,2,191,334096
8567,Charli XCX ,Beg For You,1,80,334018
8568,MEDUZA ,Tell It To My Heart,1,72,333740
8569,Roddy Ricch ,paid my dues,1,124,333665
8570,Cashmere Cat ,Adore,4,123,333654
8571,Cooliecut ,Nothing,1,110,333504
8572,Kehlani ,Open (Passionate),1,94,333041
8573,Earl Sweatshirt ,The Mint,1,160,332873
8574,Rod Wave ,No Deal,1,81,332541
8575,Becky G ,Zooted,1,89,332295
8576,Beck ,Cycle,3,63,332173
8577,George Michael ,Father Figure  Remastered,2,106,331745
8578,NAV ,Snap,1,112,331505
8579,Young Stoner Life ,Moon Man,1,93,331370
8580,Sam Smith ,Love Me More,1,97,331281
8581,YUNGBLUD ,acting like that,1,114,331246
8582,Kane Brown ,Blessed & Free,1,68,331233
8583,BROCKHAMPTON ,WHERE THE CASH AT,1,102,331224
8584,Rod Wave ,Sweet Little Lies,1,82,331125
8585,Vince Guaraldi Trio ,Skating,1,160,331044
8586,Gorillaz ,Cracker Island,1,102,331029
8587,Pentatonix ,Kid On Christmas,1,197,331001
8588,Marvin Gaye ,Sexual Healing  Kygo Remix,4,130,330836
8589,CHVRCHES ,Get Out,1,90,330756
8590,Baby Keem ,scars,1,114,330689
8591,Carly Rae Jepsen ,Party For One,1,106,330673
8592,A Boogie Wit da Hoodie ,I Need It,1,194,330663
8593,Avicii ,You Be Love,1,108,330643
8594,Young Stoner Life ,Really Be Slime,1,95,330353
8595,BROCKHAMPTON ,SOMETHING ABOUT HIM,1,103,329807
8596,Pusha T ,Coming Home,1,120,329720
8597,Takeoff ,I Remember,1,108,329648
8598,Shawn Mendes ,Song For No One,1,116,329543
8599,Charlie Puth ,Mother,1,106,329470
8600,Koe Wetzel ,Money Spent,1,103,329071
8601,Juice WRLD ,End Of The Road,1,130,328935
8602,Roddy Ricch ,Intro,1,140,328882
8603,Sia ,Snowman  Sped Up Version,1,198,328867
8604,YUNGBLUD ,original me,1,105,328703
8605,Luke Combs ,Ain't Far From It,1,105,328683
8606,Post Malone ,Too Young,2,180,328664
8607,Prince ,The Song of the Heart,2,108,328420
8608,Krewella ,Somewhere to Run,4,132,328351
8609,PnB Rock ,Fendi,1,111,328307
8610,Young Thug ,Contagious,1,88,328294
8611,Prince ,Purple Rain,2,193,327961
8612,BROCKHAMPTON ,DISTRICT,1,104,327928
8613,Young Thug ,Dirty Shoes,1,111,327574
8614,Ski Mask The Slump God ,Merlin’s Staff,1,112,327530
8615,Lil Yachty ,Gimmie My Respect  Intro,1,122,327520
8616,RM ,Lonely,1,188,327491
8617,Jasmine V ,That’s Me Right There,6,172,327469
8618,Surfaces ,Learn To Fly,1,79,327324
8619,Gryffin ,Body Back,1,98,327274
8620,Machine Gun Kelly ,wall of fame  interlude,1,98,327236
8621,Eslabon Armado ,Sube Al Carro,1,97,327036
8622,Phoebe Bridgers ,Sidelines,1,77,327024
8623,DMX ,Bath Salts,1,94,326837
8624,Daryl Hall & John Oates ,Maneater,1,119,326609
8625,Trippie Redd ,So Stressed,1,97,326600
8626,Jeremy Zucker ,emily,1,75,326552
8627,RM ,Change pt.2,1,191,326524
8628,ODESZA ,Forgive Me,1,73,326385
8629,Kelsea Ballerini ,homecoming queen?,1,109,326305
8630,YoungBoy Never Broke Again ,Right Foot Creep,1,88,326165
8631,Rauw Alejandro ,LEJOS DEL CIELO,1,123,325994
8632,Rick Ross ,Apple of My Eye,2,185,325934
8633,Kanye West ,XTCY,1,113,325902
8634,Trippie Redd ,V12,1,100,325781
8635,YNW Melly ,Adam Sandler,1,114,325520
8636,Lil Baby ,Stop Playin,1,113,325138
8637,ScHoolboy Q ,TorcH,2,108,325036
8638,Lil Baby ,Solid,1,122,325032
8639,Machine Gun Kelly ,WW4,1,102,324930
8640,Andreas Weise ,Christmas Dream,2,80,324885
8641,Chance the Rapper ,Juice,1,110,324147
8642,Elton John ,Tiny Dancer,3,161,324088
8643,FKA twigs ,holy terrain,1,108,323823
8644,Eminem ,These Demons,1,136,323783
8645,Charlie Puth ,Hard On Yourself,1,104,323531
8646,NAV ,Coast To Coast,1,99,323326
8647,David Bowie ,Queen Bitch  1999 Remastered Version,2,66,323223
8648,Takeoff ,Lead The Wave,1,112,323164
8649,A Boogie Wit da Hoodie ,R.O.D.,1,148,323057
8650,Zedd ,Make You Say,1,85,322989
8651,Ski Mask The Slump God ,Ya!,1,114,322559
8652,Metallica ,Lux Æterna,1,130,322307
8653,benny blanco ,I Found You / Nilda’s Story,1,94,322222
8654,Carly Rae Jepsen ,Call Me Maybe,3,141,322119
8655,Tory Lanez ,The Coldest Playboy,1,80,322067
8656,blink,182  Sober,2,120,322065
8657,Ryan Adams ,Out of the Woods,3,111,321896
8658,DaBaby ,SOCKS,1,99,321798
8659,Joshua Bassett ,Crisis,1,126,321658
8660,Dua Lipa ,Fever,1,102,321579
8661,Lorde ,Leader of a New Regime,1,108,321480
8662,Meat Loaf ,I'd Do Anything For Love (But I Won't Do That)  Single Edit,1,86,321439
8663,The White Stripes ,Seven Nation Army,3,123,321226
8664,Maryli Morett ,Tu Veneno,1,60,321161
8665,Offset ,After Dark,1,138,321127
8666,Linkin Park ,Leave Out All The Rest,1,100,320905
8667,Tom Petty ,While My Guitar Gently Weeps,2,107,320755
8668,Yeat ,Wat it feel lykë,1,102,320423
8669,OneRepublic ,Somebody To Love,1,111,320263
8670,TOOL ,Culling Voices,1,124,320172
8671,Quavo ,BIG BRO,1,118,320133
8672,Sabrina Carpenter ,Nonsense,1,184,320029
8673,The Cranberries ,Linger,1,80,319848
8674,Agust D ,Moonlight,1,100,319681
8675,Jack Harlow ,Funny Seeing You Here,1,145,319455
8676,LANY ,dancing in the kitchen,1,118,319154
8677,NAV ,Never Change,1,116,319082
8678,G,Eazy  Nothing to Me,3,159,318940
8679,A Boogie Wit da Hoodie ,Just Like Me,1,155,318930
8680,Chris Brown ,Possessive,1,113,318573
8681,John Legend ,"U Move, I Move",1,89,318383
8682,Polo G ,Heating Up,1,129,318307
8683,The Drifters ,White Christmas,2,142,318256
8684,Robert DeLong ,Long Way Down,5,133,318217
8685,One Direction ,Kiss You,1,94,318216
8686,Lorde ,Oceanic Feeling,1,109,318212
8687,Big Sean ,Loyal To A Fault,1,82,317994
8688,Nick Jonas ,Spaceman,1,75,317897
8689,Charli XCX ,Used To Know Me,1,85,317891
8690,Kelly Clarkson ,Love So Soft,1,81,317868
8691,XXXTENTACION ,LIMBO,1,150,317793
8692,blink,182  Los Angeles,2,119,317647
8693,Florence + The Machine ,Dream Girl Evil,1,129,317511
8694,Rod Wave ,Pills & Billz,1,111,317477
8695,Matoma ,False Alarm,2,112,317344
8696,Trippie Redd ,Abandoned,1,118,317182
8697,j,hope  = (Equal Sign),1,93,317182
8698,Future ,Love Thy Enemies,1,125,317179
8699,MF DOOM ,Rapp Snitch Knishes feat. Mr. Fantastik,1,81,317159
8700,Majid Jordan ,Caught Up,1,124,317080
8701,Weezer ,Take On Me,1,125,316910
8702,Eslabon Armado ,MENTE EN ALTO,1,138,316751
8703,Steve Lacy ,2Gether (Enterlude),1,94,316723
8704,Ed Sheeran ,Leave Your Life,1,84,316632
8705,Mariami ,Miss the Show,1,118,316597
8706,BROCKHAMPTON ,CHAIN ON,1,117,316501
8707,ILLENIUM ,Sideways,1,88,316439
8708,Zach Bryan ,Right Now the Best,1,136,316187
8709,Jeremy Zucker ,somebody loves you,1,95,316185
8710,Lady Gaga ,Hold My Hand,1,139,316182
8711,CHVRCHES ,Dead Air,5,98,316004
8712,Vampire Weekend ,Sympathy,1,111,315959
8713,A$AP ANT ,The God Hour,1,97,315868
8714,Biz Markie ,Just a Friend,1,89,315828
8715,Tyla Yaweh ,Tommy Lee,1,106,315742
8716,Young Thug ,Insure My Wrist,1,97,315723
8717,Logic ,Therapy Music,1,140,315674
8718,Jaden ,Falling For You with Justin Bieber,1,107,315544
8719,Solange ,Time (is),1,146,315520
8720,YoungBoy Never Broke Again ,Suited Panamera,1,128,315411
8721,Kehlani ,Altar,1,106,315252
8722,Kygo ,Gone Are The Days,1,103,315217
8723,Summer Walker ,4th Baby Mama  Prelude,1,94,314716
8724,YoungBoy Never Broke Again ,Bat Man,1,130,314714
8725,Future ,Blood On the Money,4,151,314551
8726,Gucci Mane ,Pop Music,2,118,314449
8727,Mac Miller ,Knock Knock,1,104,314031
8728,Meghan Trainor ,Nice to Meet Ya,1,132,313964
8729,Kevin Gates ,Jam,3,155,313953
8730,Ryan Adams ,Wildest Dreams,3,114,313929
8731,Linkin Park ,BURN IT DOWN,1,105,313702
8732,The Roots ,My Shot,2,159,313503
8733,Shawn Mendes ,Piece Of You,1,130,313479
8734,Chance the Rapper ,Good Ass Intro,1,118,313204
8735,G,Eazy  All Facts,1,116,313086
8736,blackbear ,playboy shit,1,86,313085
8737,Kacey Musgraves ,keep lookin’ up,1,125,313077
8738,Roddy Ricch ,rollercoastin,1,135,313045
8739,Shawn Mendes ,Look Up At The Stars,1,131,312982
8740,Logic ,introll,1,97,312954
8741,Imagine Dragons ,Friction,4,110,312785
8742,blink,182  The First Time,1,115,312702
8743,Clairo ,Blouse,1,129,312691
8744,Takeoff ,Insomnia,1,117,312663
8745,Migos ,Handle My Business,1,130,312642
8746,Saweetie ,Closer,1,110,312626
8747,Troye Sivan ,Angel Baby,1,127,312587
8748,French Montana ,Suicide Doors,1,116,312561
8749,Vicente Fernández ,Aca Entre Nos,1,118,312556
8750,Trippie Redd ,Spaceships,1,110,312272
8751,Polo G ,Black Man in America,1,135,312169
8752,Mac Miller ,Malibu,1,101,311836
8753,Agust D ,Strange,1,109,311765
8754,Zach Bryan ,Quittin' Time,1,100,311358
8755,Polo G ,Fortnight,1,136,310972
8756,Rae Sremmurd ,Touchscreen Navigation,1,123,310798
8757,BROCKHAMPTON ,HONEY,1,116,310788
8758,Jhené Aiko ,LOVE,1,167,310759
8759,Alec Benjamin ,Oh My God,1,159,310726
8760,Summer Walker ,SWV,1,112,310550
8761,Arctic Monkeys ,Tranquility Base Hotel & Casino,1,133,310543
8762,88rising ,Peach Jam,1,103,310385
8763,YoungBoy Never Broke Again ,Long RD,1,134,310377
8764,Eslabon Armado ,LA PERRIE,1,146,310358
8765,Florence + The Machine ,Patricia,1,116,310251
8766,Rich The Kid ,World Is Yours,1,104,310226
8767,Giveon ,All To Me,1,90,309807
8768,Trippie Redd ,"Save Me, Please",1,100,309625
8769,Logic ,Tokyo Nights,1,123,309267
8770,One Direction ,Little Things,1,102,309163
8771,YoungBoy Never Broke Again ,Ain't Easy,1,82,309115
8772,Tove Lo ,Disco Tits,1,89,308874
8773,Giveon ,Let Me Go,1,125,308864
8774,Lil Durk ,Started From,1,101,308746
8775,Chance the Rapper ,Child of God,1,117,308614
8776,Vampire Weekend ,Hold You Now,1,117,308341
8777,Young Thug ,Scoliosis,1,117,308322
8778,Wiz Khalifa ,BTS,2,89,308294
8779,Dolly Parton ,Islands in the Stream,1,96,308207
8780,Hayley Kiyoko ,What I Need,1,107,308065
8781,System Of A Down ,Genocidal Humanoidz,1,98,307790
8782,Passion Pit ,Lifted Up (1985),4,112,307783
8783,Various Artists ,Election Day Intro from the President,2,109,307695
8784,The Black Keys ,Walk Across The Water,1,124,307630
8785,Kesha ,Tonight,1,141,307580
8786,NAV ,She Hurtin,1,107,307504
8787,Martin Garrix ,Forbidden Voices,4,118,307460
8788,Jhené Aiko ,Lightning & Thunder,1,172,307380
8789,G,Eazy  Had Enough,1,91,307340
8790,One Direction ,Live While We're Young,1,107,307269
8791,The Lumineers ,BIG SHOT,1,106,306750
8792,Lovejoy ,"Oh Yeah, You Gonna Cry?",1,109,306740
8793,Conan Gray ,Movies,1,127,306573
8794,Mac Miller ,Right,1,111,306457
8795,ILLENIUM ,Feel Something (ILLENIUM & Excision with I Prevail),1,103,306434
